date,material,material_group,material_division,plant,plant_group,sales_office,sales_office_group,historic_sales_12_free_stock_in_tons,historic_sales_12_contracts_in_tons,historic_sales_12_scheduling_agreement_in_tons,historic_sales_24_free_stock_in_tons,historic_sales_24_contracts_in_tons,historic_sales_24_scheduling_agreement_in_tons,sales_free_stock_in_tons,sales_contracts_in_tons,sales_scheduling_agreement_in_tons,historic_inventory_12_free_stock_in_tons,historic_inventory_24_free_stock_in_tons
2027-02-01,13374,164,135,30,25,69,117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2027-02-01,13374,164,135,30,25,76,113,0.009,0.0,0.0,0.0,0.0,0.0,0.008999999999999998,0.0,0.0,0.3562314545454545,0.0
2027-03-01,13374,164,135,30,25,68,117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2027-03-01,13374,164,135,30,25,69,117,0.024,0.0,0.0,0.0,0.0,0.0,0.023999999999999997,0.0,0.0,0.411297,0.0
2027-03-01,13374,164,135,30,25,76,113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2027-04-01,13374,164,135,30,25,68,117,0.0,0.0,0.0,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.505287
2027-04-01,13374,164,135,30,25,69,117,0.004,0.0,0.0,0.0,0.0,0.0,0.003999999999999996,0.0,0.0,0.408084,0.0
2027-04-01,13374,164,135,30,25,76,113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2027-05-01,13374,164,135,30,25,68,117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2027-05-01,13374,164,135,30,25,69,117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2027-05-01,13374,164,135,30,25,76,113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-06-01,13383,164,135,30,25,69,117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-06-01,13383,164,135,30,25,76,113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-07-01,13383,164,135,30,25,69,117,0.0,0.0,0.0,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.543201
2026-07-01,13383,164,135,30,25,76,113,0.286,0.0,0.0,0.0,0.0,0.0,0.25739999999999996,0.0,0.0,0.0,0.0
2026-08-01,13383,164,135,30,25,69,117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-01,13383,164,135,30,25,76,113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-09-01,13383,164,135,30,25,69,117,0.0,0.0,0.0,0.038,0.0,0.0,0.0,0.0,0.0,0.0,0.51
2026-09-01,13383,164,135,30,25,76,113,0.027,0.0,0.0,0.0,0.0,0.0,0.0243,0.0,0.0,0.37699199999999994,0.0
2026-10-01,13383,164,135,30,25,69,117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-10-01,13383,164,135,30,25,76,113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-11-01,13383,164,135,30,25,69,117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-11-01,13383,164,135,30,25,76,113,0.059,0.0,0.0,0.0,0.0,0.0,0.059,0.0,0.0,0.3031231884057971,0.0
2026-12-01,13383,164,135,30,25,69,117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-12-01,13383,164,135,30,25,76,113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2027-01-01,13383,164,135,30,25,69,117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2027-01-01,13383,164,135,30,25,76,113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2027-02-01,13383,164,135,30,25,69,117,0.0,0.0,0.0,0.094,0.0,0.0,0.0,0.0,0.0,0.0,0.361757
2027-02-01,13383,164,135,30,25,76,113,0.101,0.0,0.0,0.0,0.0,0.0,0.10099999999999999,0.0,0.0,0.2537,0.0
2027-03-01,13383,164,135,30,25,69,117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2027-03-01,13383,164,135,30,25,76,113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2027-04-01,13383,164,135,30,25,69,117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2027-04-01,13383,164,135,30,25,76,113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2027-05-01,13383,164,135,30,25,69,117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2027-05-01,13383,164,135,30,25,76,113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-06-01,13400,165,135,30,25,68,117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-06-01,13400,165,135,30,25,69,117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-07-01,13400,165,135,30,25,68,117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-07-01,13400,165,135,30,25,69,117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-01,13400,165,135,30,25,68,117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-01,13400,165,135,30,25,69,117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-09-01,13400,165,135,30,25,68,117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-09-01,13400,165,135,30,25,69,117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-10-01,13400,165,135,30,25,68,117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-10-01,13400,165,135,30,25,69,117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-11-01,13400,165,135,30,25,68,117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-11-01,13400,165,135,30,25,69,117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-12-01,13400,165,135,30,25,68,117,0.024,0.0,0.0,0.0,0.0,0.0,0.02400000000000001,0.0,0.0,0.565,0.0
2026-12-01,13400,165,135,30,25,69,117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2027-01-01,13400,165,135,30,25,68,117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2027-01-01,13400,165,135,30,25,69,117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2027-02-01,13400,165,135,30,25,68,117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2027-02-01,13400,165,135,30,25,69,117,0.099,0.0,0.0,0.0,0.0,0.0,0.09900000000000003,0.0,0.0,0.0864659490986214,0.0
2027-03-01,13400,165,135,30,25,68,117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2027-03-01,13400,165,135,30,25,69,117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2027-04-01,13400,165,135,30,25,68,117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2027-04-01,13400,165,135,30,25,69,117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2027-05-01,13400,165,135,30,25,68,117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2027-05-01,13400,165,135,30,25,69,117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-06-01,13401,164,135,30,25,66,118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-06-01,13401,164,135,30,25,68,117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-06-01,13401,164,135,30,25,69,117,0.0,0.0,0.0,0.353,0.0,0.0,0.0,0.0,0.0,0.0,0.5439172212189617
2026-06-01,13401,164,135,30,25,76,113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-07-01,13401,164,135,30,25,66,118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-07-01,13401,164,135,30,25,68,117,0.007,0.0,0.0,0.01,0.0,0.0,0.0063,0.0,0.0,0.005827446564885496,0.3773611764705882
2026-07-01,13401,164,135,30,25,69,117,0.131,0.0,0.0,0.0,0.0,0.0,0.1179,0.0,0.0,0.1090565,0.0
2026-07-01,13401,164,135,30,25,76,113,0.073,0.0,0.0,0.0,0.0,0.0,0.06570000000000001,0.0,0.0,0.0607719427480916,0.0
2026-08-01,13401,164,135,30,25,66,118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-01,13401,164,135,30,25,68,117,0.019,0.0,0.0,0.0,0.0,0.0,0.0171,0.0,0.0,0.07638431818181818,0.0
2026-08-01,13401,164,135,30,25,69,117,0.0,0.0,0.0,0.007,0.0,0.0,0.0,0.0,0.0,0.0,0.17305148000000006
2026-08-01,13401,164,135,30,25,76,113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-09-01,13401,164,135,30,25,66,118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-09-01,13401,164,135,30,25,68,117,0.007,0.0,0.0,0.004,0.0,0.0,0.0063,0.0,0.0,0.01714481862745098,0.615107
2026-09-01,13401,164,135,30,25,69,117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-09-01,13401,164,135,30,25,76,113,0.12,0.0,0.0,0.0,0.0,0.0,0.108,0.0,0.0,0.2939111764705882,0.0
2026-10-01,13401,164,135,30,25,66,118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-10-01,13401,164,135,30,25,68,117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-10-01,13401,164,135,30,25,69,117,0.226,0.0,0.0,0.0,0.0,0.0,0.22599999999999987,0.0,0.0,0.2669590608695652,0.0
2026-10-01,13401,164,135,30,25,76,113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-11-01,13401,164,135,30,25,66,118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-11-01,13401,164,135,30,25,68,117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-11-01,13401,164,135,30,25,69,117,0.0,0.0,0.0,0.037,0.0,0.0,0.0,0.0,0.0,0.0,0.0943812048192771
2026-11-01,13401,164,135,30,25,76,113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-12-01,13401,164,135,30,25,66,118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-12-01,13401,164,135,30,25,68,117,0.0,0.0,0.0,0.007,0.0,0.0,0.0,0.0,0.0,0.0,0.393829
2026-12-01,13401,164,135,30,25,69,117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-12-01,13401,164,135,30,25,76,113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2027-01-01,13401,164,135,30,25,66,118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2027-01-01,13401,164,135,30,25,68,117,0.0,0.0,0.0,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.012020696202531643
2027-01-01,13401,164,135,30,25,69,117,0.0,0.0,0.0,0.07200000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.2884967088607595
2027-01-01,13401,164,135,30,25,76,113,0.066,0.0,0.0,0.0,0.0,0.0,0.06600000000000003,0.0,0.0,0.6791445205479452,0.0
2027-02-01,13401,164,135,30,25,66,118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2027-02-01,13401,164,135,30,25,68,117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2027-02-01,13401,164,135,30,25,69,117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2027-02-01,13401,164,135,30,25,76,113,0.052,0.0,0.0,0.0,0.0,0.0,0.05199999999999999,0.0,0.0,0.698087,0.0
2027-03-01,13401,164,135,30,25,66,118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2027-03-01,13401,164,135,30,25,68,117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2027-03-01,13401,164,135,30,25,69,117,0.0,0.0,0.0,0.015,0.0,0.0,0.0,0.0,0.0,0.0,0.08475293478260869
2027-03-01,13401,164,135,30,25,76,113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2027-04-01,13401,164,135,30,25,66,118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2027-04-01,13401,164,135,30,25,68,117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2027-04-01,13401,164,135,30,25,69,117,0.155,0.0,0.0,0.0,0.0,0.0,0.15499999999999983,0.0,0.0,0.22084436310395314,0.0
2027-04-01,13401,164,135,30,25,76,113,0.103,0.0,0.0,0.0,0.0,0.0,0.10300000000000002,0.0,0.0,0.14675464128843335,0.0
2027-05-01,13401,164,135,30,25,66,118,0.034,0.0,0.0,0.0,0.0,0.0,0.034,0.0,0.0,0.21747924137931038,0.0
2027-05-01,13401,164,135,30,25,68,117,0.013,0.0,0.0,0.01,0.0,0.0,0.012999999999999992,0.0,0.0,0.0831538275862069,0.0
2027-05-01,13401,164,135,30,25,69,117,0.0,0.0,0.0,0.248,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2027-05-01,13401,164,135,30,25,76,113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-06-01,13402,164,135,30,25,68,117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-06-01,13402,164,135,30,25,69,117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-07-01,13402,164,135,30,25,68,117,0.035,0.0,0.0,0.0,0.0,0.0,0.03150000000000001,0.0,0.0,0.40463365384615385,0.0
2026-07-01,13402,164,135,30,25,69,117,0.017,0.0,0.0,0.0,0.0,0.0,0.015300000000000001,0.0,0.0,0.19653634615384613,0.0
2026-08-01,13402,164,135,30,25,68,117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-01,13402,164,135,30,25,69,117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-09-01,13402,164,135,30,25,68,117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-09-01,13402,164,135,30,25,69,117,0.0,0.0,0.0,0.069,0.0,0.0,0.0,0.0,0.0,0.0,0.29308999999999996
2026-10-01,13402,164,135,30,25,68,117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-10-01,13402,164,135,30,25,69,117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-11-01,13402,164,135,30,25,68,117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-11-01,13402,164,135,30,25,69,117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-12-01,13402,164,135,30,25,68,117,0.012,0.0,0.0,0.0,0.0,0.0,0.011999999999999972,0.0,0.0,0.394,0.0
2026-12-01,13402,164,135,30,25,69,117,0.0,0.0,0.0,0.006,0.0,0.0,0.0,0.0,0.0,0.0,0.67813
2027-01-01,13402,164,135,30,25,68,117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2027-01-01,13402,164,135,30,25,69,117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2027-02-01,13402,164,135,30,25,68,117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2027-02-01,13402,164,135,30,25,69,117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2027-03-01,13402,164,135,30,25,68,117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2027-03-01,13402,164,135,30,25,69,117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2027-04-01,13402,164,135,30,25,68,117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2027-04-01,13402,164,135,30,25,69,117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2027-05-01,13402,164,135,30,25,68,117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2027-05-01,13402,164,135,30,25,69,117,0.023,0.0,0.0,0.0,0.0,0.0,0.022999999999999986,0.0,0.0,1.025,0.0
2026-06-01,13405,164,135,30,25,68,117,0.012,0.0,0.0,0.22699999999999998,0.0,0.0,0.0108,0.0,0.0,0.02234303649635036,0.48262836129032255
2026-06-01,13405,164,135,30,25,69,117,0.238,0.0,0.0,0.0,0.0,0.0,0.2142,0.0,0.0,0.44313689051094884,0.0
2026-06-01,13405,164,135,30,25,76,113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-07-01,13405,164,135,30,25,68,117,0.012,0.0,0.0,0.0,0.0,0.0,0.0108,0.0,0.0,0.08640856492027334,0.0
2026-07-01,13405,164,135,30,25,69,117,0.012,0.0,0.0,0.048,0.0,0.0,0.0108,0.0,0.0,0.08640856492027334,0.22426338461538461
2026-07-01,13405,164,135,30,25,76,113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-01,13405,164,135,30,25,68,117,0.048,0.0,0.0,0.0,0.0,0.0,0.0432,0.0,0.0,0.7177093770491804,0.0
2026-08-01,13405,164,135,30,25,69,117,0.0,0.0,0.0,0.012,0.0,0.0,0.0,0.0,0.0,0.0,0.057803093333333326
2026-08-01,13405,164,135,30,25,76,113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-09-01,13405,164,135,30,25,68,117,0.0,0.0,0.0,0.012,0.0,0.0,0.0,0.0,0.0,0.0,0.09893060000000001
2026-09-01,13405,164,135,30,25,69,117,0.013,0.0,0.0,0.08399999999999999,0.0,0.0,0.0117,0.0,0.0,0.45543836,0.6925142
2026-09-01,13405,164,135,30,25,76,113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-10-01,13405,164,135,30,25,68,117,0.17,0.0,0.0,0.0,0.0,0.0,0.16999999999999993,0.0,0.0,0.19688186893203882,0.0
2026-10-01,13405,164,135,30,25,69,117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-10-01,13405,164,135,30,25,76,113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-11-01,13405,164,135,30,25,68,117,0.0,0.0,0.0,0.167,0.0,0.0,0.0,0.0,0.0,0.0,0.07372805439330544
2026-11-01,13405,164,135,30,25,69,117,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.026489121338912132
2026-11-01,13405,164,135,30,25,76,113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-12-01,13405,164,135,30,25,68,117,0.012,0.0,0.0,0.0,0.0,0.0,0.011999999999999972,0.0,0.0,0.95974,0.0
2026-12-01,13405,164,135,30,25,69,117,0.0,0.0,0.0,0.132,0.0,0.0,0.0,0.0,0.0,0.0,0.3297719333333334
2026-12-01,13405,164,135,30,25,76,113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2027-01-01,13405,164,135,30,25,68,117,0.024,0.0,0.0,0.0,0.0,0.0,0.023999999999999973,0.0,0.0,0.44036816326530615,0.0
2027-01-01,13405,164,135,30,25,69,117,0.0,0.0,0.0,0.27399999999999997,0.0,0.0,0.0,0.0,0.0,0.0,1.253776187919463
2027-01-01,13405,164,135,30,25,76,113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2027-02-01,13405,164,135,30,25,68,117,0.107,0.0,0.0,0.42699999999999994,0.0,0.0,0.10699999999999991,0.0,0.0,0.10339253761061946,0.703802933104631
2027-02-01,13405,164,135,30,25,69,117,0.0,0.0,0.0,0.072,0.0,0.0,0.0,0.0,0.0,0.0,0.11867403087478558
2027-02-01,13405,164,135,30,25,76,113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2027-03-01,13405,164,135,30,25,68,117,0.036,0.0,0.0,0.119,0.0,0.0,0.03600000000000007,0.0,0.0,0.006326888337468982,0.7328819389312977
2027-03-01,13405,164,135,30,25,69,117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2027-03-01,13405,164,135,30,25,76,113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2027-04-01,13405,164,135,30,25,68,117,0.036,0.0,0.0,0.0,0.0,0.0,0.03600000000000004,0.0,0.0,0.004409492957746479,0.0
2027-04-01,13405,164,135,30,25,69,117,0.238,0.0,0.0,0.0,0.0,0.0,0.23799999999999974,0.0,0.0,0.029151647887323946,0.0
2027-04-01,13405,164,135,30,25,76,113,0.036,0.0,0.0,0.0,0.0,0.0,0.036000000000000004,0.0,0.0,0.004409492957746479,0.0
2027-05-01,13405,164,135,30,25,68,117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2027-05-01,13405,164,135,30,25,69,117,0.12,0.0,0.0,0.024,0.0,0.0,0.11999999999999993,0.0,0.0,0.9164009999999999,0.31293319999999997
2027-05-01,13405,164,135,30,25,76,113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-06-01,13414,165,135,30,25,65,118,0.672,0.0,0.0,0.0,0.0,0.0,0.6048,0.0,0.0,0.9897318526206539,0.0
2026-06-01,13414,165,135,30,25,66,118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-06-01,13414,165,135,30,25,68,117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-06-01,13414,165,135,30,25,69,117,0.081,0.0,0.0,0.0,0.0,0.0,0.0729,0.0,0.0,0.1192980358069538,0.0
2026-06-01,13414,165,135,30,25,76,113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-07-01,13414,165,135,30,25,65,118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-07-01,13414,165,135,30,25,66,118,0.017,0.0,0.0,0.0,0.0,0.0,0.015300000000000001,0.0,0.0,0.07320876061776062,0.0
2026-07-01,13414,165,135,30,25,68,117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-07-01,13414,165,135,30,25,69,117,0.304,0.0,0.0,0.0,0.0,0.0,0.2736,0.0,0.0,1.3091448957528955,0.0
2026-07-01,13414,165,135,30,25,76,113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-01,13414,165,135,30,25,65,118,0.05,0.0,0.0,0.0,0.0,0.0,0.045,0.0,0.0,0.20562330623306235,0.0
2026-08-01,13414,165,135,30,25,66,118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-01,13414,165,135,30,25,68,117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-01,13414,165,135,30,25,69,117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-01,13414,165,135,30,25,76,113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-09-01,13414,165,135,30,25,65,118,0.132,0.0,0.0,0.0,0.0,0.0,0.11880000000000002,0.0,0.0,1.1246612903225808,0.0
2026-09-01,13414,165,135,30,25,66,118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-09-01,13414,165,135,30,25,68,117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-09-01,13414,165,135,30,25,69,117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-09-01,13414,165,135,30,25,76,113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-10-01,13414,165,135,30,25,65,118,0.686,0.0,0.0,0.0,0.0,0.0,0.6860000000000004,0.0,0.0,1.176940112280702,0.0
2026-10-01,13414,165,135,30,25,66,118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-10-01,13414,165,135,30,25,68,117,0.097,0.0,0.0,0.0,0.0,0.0,0.097,0.0,0.0,0.16641864561403508,0.0
2026-10-01,13414,165,135,30,25,69,117,0.29,0.0,0.0,0.0,0.0,0.0,0.29000000000000004,0.0,0.0,0.49754028070175443,0.0
2026-10-01,13414,165,135,30,25,76,113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-11-01,13414,165,135,30,25,65,118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-11-01,13414,165,135,30,25,66,118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-11-01,13414,165,135,30,25,68,117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-11-01,13414,165,135,30,25,69,117,0.0,0.0,0.0,0.258,0.0,0.0,0.0,0.0,0.0,0.0,1.11
2026-11-01,13414,165,135,30,25,76,113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-12-01,13414,165,135,30,25,65,118,0.016,0.0,0.0,0.0,0.0,0.0,0.016,0.0,0.0,0.8325934545454544,0.0
2026-12-01,13414,165,135,30,25,66,118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-12-01,13414,165,135,30,25,68,117,0.017,0.0,0.0,0.0,0.0,0.0,0.017000000000000008,0.0,0.0,0.8846305454545454,0.0
